layer_geom_type_s,layer_modified_dt,solr_geom,dct_references_s,dc_rights_s,uuid,dct_provenance_s,dc_subject_sm,dc_description_s,dct_issued_s,dct_temporal_sm,dc_creator_sm,dc_identifier_s,dc_relation_sm,georss_polygon_s,solr_year_i,dc_publisher_sm,layer_id_s,georss_box_s,dc_title_s,dc_format_s,dct_spatial_sm,dct_isPartOf_sm,layer_slug_s,dc_type_s
Mixed,2016-12-30T13:41:21Z,"ENVELOPE(-93.3290125993621, -93.2001082422028, 45.0512298878836, 44.8906842711209)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/107ae837504447bab708d481fdd52175_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/87/ab/24/57b6e74448806ba1d368d29f2d/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Minneapolis_Contours/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/107ae837504447bab708d481fdd52175_0.zip""}",Public,87ab2457-b6e7-4448-806b-a1d368d29f2d,Minnesota,[u'Elevation'],If there are any issues with the data please contact the Minneapolis GIS office. Elevation contours in two foot intervals for the City of Minneapolis.,2015,2015-2016,[u'City of Minneapolis'],87ab2457-b6e7-4448-806b-a1d368d29f2d,,44.8906842711209 -93.3290125993621 45.0512298878836 -93.3290125993621 45.0512298878836 -93.2001082422028 44.8906842711209 -93.2001082422028 44.8906842711209 -93.3290125993621,2015,[u'City of Minneapolis'],87ab2457-b6e7-4448-806b-a1d368d29f2d,44.8906842711209 -93.3290125993621 45.0512298878836 -93.2001082422028,"2 Foot Elevation Contours: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,87ab2457-b6e7-4448-806b-a1d368d29f2d,Dataset
Mixed,2016-12-30T13:42:38Z,"ENVELOPE(-93.3265547038871, -93.2088493281898, 45.0499635146317, 44.8992863497824)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/454f5f098931419da9f978aaa579b8fe_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/f0/e7/34/143bcf4705894ce9d1298fdf41/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Snow_Emergency_Polk_Tows_2016/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/454f5f098931419da9f978aaa579b8fe_0.zip""}",Public,f0e73414-3bcf-4705-894c-e9d1298fdf41,Minnesota,[u'Location'],"This is the information about the number and location of tows during this snow emergency. Tow data will be retained for all Snow Emergencies in each snow season, until there is five full seasons of snow emergencies. Disclaimer: There is an expected address error rate of between 8 and 14 percent.",2015,2015-2016,[u'City of Minneapolis'],f0e73414-3bcf-4705-894c-e9d1298fdf41,,44.8992863497824 -93.3265547038871 45.0499635146317 -93.3265547038871 45.0499635146317 -93.2088493281898 44.8992863497824 -93.2088493281898 44.8992863497824 -93.3265547038871,2015,[u'City of Minneapolis'],f0e73414-3bcf-4705-894c-e9d1298fdf41,44.8992863497824 -93.3265547038871 45.0499635146317 -93.2088493281898,"Snow Emergency Polk Tows: Minneapolis, Minnesota, 2016",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,f0e73414-3bcf-4705-894c-e9d1298fdf41,Dataset
Point,2016-12-30T13:42:03Z,"ENVELOPE(-93.32902440053, -93.1876387897277, 45.0542617147944, 44.8836459464172)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/cb8d4b1dbad0470380e5f46f1e75e962_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/c7/ee/05/295204454aa71eb862bb0157a9/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Hydrants/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/cb8d4b1dbad0470380e5f46f1e75e962_0.zip""}",Public,c7ee0529-5204-454a-a71e-b862bb0157a9,Minnesota,"[u'Structure', u'Structure']","For questions about this dataset please contact PublicWorksOpenData@minneapolismn.gov The hydrant data is created using engineering drawings (as-builts), field measurements, GPS (survey shots-0.5 inch accuracy) or ortho photos (6 in accuracy). The data is updated annually.",2015,2015-2016,[u'City of Minneapolis'],c7ee0529-5204-454a-a71e-b862bb0157a9,,44.8836459464172 -93.32902440053 45.0542617147944 -93.32902440053 45.0542617147944 -93.1876387897277 44.8836459464172 -93.1876387897277 44.8836459464172 -93.32902440053,2015,[u'City of Minneapolis'],c7ee0529-5204-454a-a71e-b862bb0157a9,44.8836459464172 -93.32902440053 45.0542617147944 -93.1876387897277,"Hydrants: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,c7ee0529-5204-454a-a71e-b862bb0157a9,Dataset
Mixed,2016-12-30T13:42:39Z,"ENVELOPE(-93.3291083718834, -93.1943285198017, 45.0512462602726, 44.8905885080417)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/2504cfc548d9424fb161176070f821bc_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/5c/49/dd/5245254fe3bdc227094b183e54/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Planning_Sectors/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/2504cfc548d9424fb161176070f821bc_0.zip""}",Public,5c49dd52-4525-4fe3-bdc2-27094b183e54,Minnesota,[u'Planning and Cadastral'],For questions about this data please contact CPEDOpenData@minneapolismn.gov Boundaries of 5 sectors for CPED staff assignments,2015,2015,[u'City of Minneapolis'],5c49dd52-4525-4fe3-bdc2-27094b183e54,,44.8905885080417 -93.3291083718834 45.0512462602726 -93.3291083718834 45.0512462602726 -93.1943285198017 44.8905885080417 -93.1943285198017 44.8905885080417 -93.3291083718834,2015,[u'City of Minneapolis'],5c49dd52-4525-4fe3-bdc2-27094b183e54,44.8905885080417 -93.3291083718834 45.0512462602726 -93.1943285198017,"Planning Sectors: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,5c49dd52-4525-4fe3-bdc2-27094b183e54,Dataset
Point,2016-12-30T13:42:22Z,"ENVELOPE(-93.4005779999999, -93.1993419999999, 45.0511200000001, 44.8694980000001)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/8baeeaebfd9d489d9ee6c9ae0fed3988_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/18/eb/d5/5735fc478086e5bcd0e82d5d2c/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Fires_Confirmed_2013/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/8baeeaebfd9d489d9ee6c9ae0fed3988_0.zip""}",Public,18ebd557-35fc-4780-86e5-bcd0e82d5d2c,Minnesota,[u'Society'],For questions about this data please contact FireOpenData@minneapolismn.gov Confirmed fires in the City of Minneapolis for the year 2013.,2015,2013-2014,[u'City of Minneapolis'],18ebd557-35fc-4780-86e5-bcd0e82d5d2c,,44.8694980000001 -93.4005779999999 45.0511200000001 -93.4005779999999 45.0511200000001 -93.1993419999999 44.8694980000001 -93.1993419999999 44.8694980000001 -93.4005779999999,2013,[u'City of Minneapolis'],18ebd557-35fc-4780-86e5-bcd0e82d5d2c,44.8694980000001 -93.4005779999999 45.0511200000001 -93.1993419999999,"Fires Confirmed: Minneapolis, Minnesota, 2013",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,18ebd557-35fc-4780-86e5-bcd0e82d5d2c,Dataset
Point,2016-12-30T13:41:38Z,"ENVELOPE(-93.328722, -93.200394, 45.051089, 44.890963)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/78bf8e2d9b6849f1baf37b30bd83d9b7_0"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Sales2015_2/FeatureServer/0/query?outFields=*&where=1%3D1"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/78bf8e2d9b6849f1baf37b30bd83d9b7_0.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/57/92/c7/f8737d44a0bb6853625ce022ed/iso19139.xml""}",Public,5792c7f8-737d-44a0-bb68-53625ce022ed,Minnesota,[u'Economy'],The Minneapolis Assessor's Office tracks and records every real property transaction in the city. This is public information.,2015,2015-2016,[u'City of Minneapolis'],5792c7f8-737d-44a0-bb68-53625ce022ed,,44.890963 -93.328722 45.051089 -93.328722 45.051089 -93.200394 44.890963 -93.200394 44.890963 -93.328722,2015,[u'City of Minneapolis'],5792c7f8-737d-44a0-bb68-53625ce022ed,44.890963 -93.328722 45.051089 -93.200394,"Property Sales: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,5792c7f8-737d-44a0-bb68-53625ce022ed,Dataset
Mixed,2016-12-30T13:41:27Z,"ENVELOPE(-93.3297898388066, -93.1992984763171, 45.0391408863409, 44.8903892504775)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/fb78f39deee143019f6ed26719d13e58_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/12/54/e3/36cb79453ca8d79bdb537c62f4/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Great_Streets_Eligible_Areas/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/fb78f39deee143019f6ed26719d13e58_0.zip""}",Public,1254e336-cb79-453c-a8d7-9bdb537c62f4,Minnesota,[u'Transportation'],"This dataset indicates areas designated as eligible for resources provided through the Great Streets Neighborhood Business District Program. Eligible areas were designated in The Minneapolis Plan for Sustainable Growth and consist of Activity Centers, Commercial Nodes, Commercial Corridors, and LRT Station Areas. Exact parcel boundaries of Activity Centers and Commercial Nodes are identified in The Minneapolis Plan. Commercial Corridor areas are generally defined as a one block radius from designated corridors. LRT Station Areas are defined as a å_ mile radius from each LRT station outside of downtown. Some staff discretion was used in determining precise boundaries for Commercial Corridors and LRT Station Areas in cases where roadways or other natural boundaries made exact definitions unclear. Each area is categorized based on a number of metrics used to determine its economic health and opportunity. Varying levels of Great Streets program resources are available, based on this categorization.",2015,2015-2016,[u'City of Minneapolis'],1254e336-cb79-453c-a8d7-9bdb537c62f4,,44.8903892504775 -93.3297898388066 45.0391408863409 -93.3297898388066 45.0391408863409 -93.1992984763171 44.8903892504775 -93.1992984763171 44.8903892504775 -93.3297898388066,2015,[u'City of Minneapolis'],1254e336-cb79-453c-a8d7-9bdb537c62f4,44.8903892504775 -93.3297898388066 45.0391408863409 -93.1992984763171,"Great Streets Eligible Areas: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,1254e336-cb79-453c-a8d7-9bdb537c62f4,Dataset
Point,2016-12-30T13:41:48Z,"ENVELOPE(-93.2780137110287, -93.2101956396994, 44.9834979572076, 44.9123677580963)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/55a4601b78404583be59165006da9ad8_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/54/17/71/e529934956aec638bd11dfb8ad/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Transit_Stations/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/55a4601b78404583be59165006da9ad8_0.zip""}",Public,541771e5-2993-4956-aec6-38bd11dfb8ad,Minnesota,[u'Transportation'],For questions about this data please contact CPEDOpenData@minneapolismn.gov Designated land use features from the City's adopted comprehensive plan.,2015,2015-2016,[u'City of Minneapolis'],541771e5-2993-4956-aec6-38bd11dfb8ad,,44.9123677580963 -93.2780137110287 44.9834979572076 -93.2780137110287 44.9834979572076 -93.2101956396994 44.9123677580963 -93.2101956396994 44.9123677580963 -93.2780137110287,2015,[u'City of Minneapolis'],541771e5-2993-4956-aec6-38bd11dfb8ad,44.9123677580963 -93.2780137110287 44.9834979572076 -93.2101956396994,"Transit Stations: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,541771e5-2993-4956-aec6-38bd11dfb8ad,Dataset
Mixed,2016-12-30T13:41:14Z,"ENVELOPE(-93.3291357536763, -93.1936820874839, 45.051106735847, 44.8906287273661)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/d4f231795f0a4414ae8e2d8db2a45cda_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/ac/bd/64/6eb5f14a34b628747b3f09c8b7/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/PlanningOverlayDistricts/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/d4f231795f0a4414ae8e2d8db2a45cda_0.zip""}",Public,acbd646e-b5f1-4a34-b628-747b3f09c8b7,Minnesota,[u'Planning and Cadastral'],"An overlay district is any of several additional districts established by the zoning regulations that may be more or less restrictive than the primary zoning district. Where a property is located within an overlay district, it is subject to the provisions of both the primary zoning district and the overlay district. Where the provisions are in conflict, the overlay district governs. In the city‰Ûªs municipal code, these districts are described in chapter 551: https://www.municode.com/library/mn/minneapolis/codes/code_of_ordinances?nodeId=MICOOR_TIT20ZOCO_CH551OVDI",2015,2015-2016,[u'City of Minneapolis'],acbd646e-b5f1-4a34-b628-747b3f09c8b7,,44.8906287273661 -93.3291357536763 45.051106735847 -93.3291357536763 45.051106735847 -93.1936820874839 44.8906287273661 -93.1936820874839 44.8906287273661 -93.3291357536763,2015,[u'City of Minneapolis'],acbd646e-b5f1-4a34-b628-747b3f09c8b7,44.8906287273661 -93.3291357536763 45.051106735847 -93.1936820874839,"Planning Overlay Districts: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,acbd646e-b5f1-4a34-b628-747b3f09c8b7,Dataset
Point,2016-12-30T13:42:41Z,"ENVELOPE(-93.3051475315409, -93.2342923951286, 45.0123583514198, 44.9464332875385)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/cb05984116c146cfa6ee35d32f664bd7_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/89/ab/65/82829c47ee9a98c011210df04e/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Police_Stations/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/cb05984116c146cfa6ee35d32f664bd7_0.zip""}",Public,89ab6582-829c-47ee-9a98-c011210df04e,Minnesota,[u'Society'],Map service showing the locations of the Police Stations and sub-stations in Minneapolis.,2015,2012-2015,[u'City of Minneapolis'],89ab6582-829c-47ee-9a98-c011210df04e,,44.9464332875385 -93.3051475315409 45.0123583514198 -93.3051475315409 45.0123583514198 -93.2342923951286 44.9464332875385 -93.2342923951286 44.9464332875385 -93.3051475315409,2012,[u'City of Minneapolis'],89ab6582-829c-47ee-9a98-c011210df04e,44.9464332875385 -93.3051475315409 45.0123583514198 -93.2342923951286,"Police Stations: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,89ab6582-829c-47ee-9a98-c011210df04e,Dataset
Mixed,2016-12-30T13:41:39Z,"ENVELOPE(-93.3291143127397, -93.2025933532949, 45.0389461595331, 44.8923411303282)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/93fb32337d274547820e4e17c3de7c56_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/ac/9e/17/b47cda49c0b221570d927f0b32/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Neighborhood_Commercial_Nodes/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/93fb32337d274547820e4e17c3de7c56_0.zip""}",Public,ac9e17b4-7cda-49c0-b221-570d927f0b32,Minnesota,[u'Planning and Cadastral'],For questions about this data please contact CPEDOpenData@minneapolismn.gov Designated land use features from the City's adopted comprehensive plan.,2015,2015-2016,[u'City of Minneapolis'],ac9e17b4-7cda-49c0-b221-570d927f0b32,,44.8923411303282 -93.3291143127397 45.0389461595331 -93.3291143127397 45.0389461595331 -93.2025933532949 44.8923411303282 -93.2025933532949 44.8923411303282 -93.3291143127397,2015,[u'City of Minneapolis'],ac9e17b4-7cda-49c0-b221-570d927f0b32,44.8923411303282 -93.3291143127397 45.0389461595331 -93.2025933532949,"Neighborhood Commercial Nodes: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,ac9e17b4-7cda-49c0-b221-570d927f0b32,Dataset
Point,2016-12-30T13:42:37Z,"ENVELOPE(-93.3290456189495, -93.1985266392758, 45.0536730092088, 44.8909857056438)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/0e7b3804fa764c9bb316ffa70cbefa71_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/08/41/e3/cb02924a6685c135ae55644268/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Police_Public_2014/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/0e7b3804fa764c9bb316ffa70cbefa71_0.zip""}",Public,0841e3cb-0292-4a66-85c1-35ae55644268,Minnesota,[u'Society'],For questions about this data please contact PoliceOpenData@minneapolismn.gov Police Incidents for 2014.,2014,2014-2015,[u'City of Minneapolis'],0841e3cb-0292-4a66-85c1-35ae55644268,,44.8909857056438 -93.3290456189495 45.0536730092088 -93.3290456189495 45.0536730092088 -93.1985266392758 44.8909857056438 -93.1985266392758 44.8909857056438 -93.3290456189495,2014,[u'City of Minneapolis'],0841e3cb-0292-4a66-85c1-35ae55644268,44.8909857056438 -93.3290456189495 45.0536730092088 -93.1985266392758,"Police Incidents: Minneapolis, Minnesota, 2014",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,0841e3cb-0292-4a66-85c1-35ae55644268,Dataset
Point,2016-12-30T13:41:51Z,"ENVELOPE(-93.328692, -93.20371, 45.050981, 44.891002)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/property-sales-2016"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/OpenDataStaging/FeatureServer/0/"",""http://schema.org/downloadUrl"":""https://opendata.arcgis.com/datasets/fbc656fc71bc44e5a8b36bafd00f5916_0.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/41/df/5a/a64a6547eaa615b1694bbfbdc0/iso19139.xml""}",Public,41df5aa6-4a65-47ea-a615-b1694bbfbdc0,Minnesota,[u'Economy'],The Minneapolis Assessor's Office tracks and records every real property transaction in the city. This is public information.,2015,2015-2016,[u'City of Minneapolis'],41df5aa6-4a65-47ea-a615-b1694bbfbdc0,,44.891002 -93.328692 45.050981 -93.328692 45.050981 -93.20371 44.891002 -93.20371 44.891002 -93.328692,2015,[u'City of Minneapolis'],41df5aa6-4a65-47ea-a615-b1694bbfbdc0,44.891002 -93.328692 45.050981 -93.20371,"Property Sales: Minneapolis, Minnesota, 2016",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,41df5aa6-4a65-47ea-a615-b1694bbfbdc0,Dataset
Point,2016-12-30T13:42:17Z,"ENVELOPE(-93.3172440472395, -93.2130780117936, 45.0459458194057, 44.8923928046969)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/2726be2ce37141de9969105666700b9b_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/b5/4f/97/4591c644e8be7b18ccaa9b8eb8/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Snow_Emergency_Grant_Tows_2015/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/2726be2ce37141de9969105666700b9b_0.zip""}",Public,b54f9745-91c6-44e8-be7b-18ccaa9b8eb8,Minnesota,[u'Location'],"This is the information about the number and location of tows during this snow emergency. Tow data will be retained for all Snow Emergencies in each snow season, until there is five full seasons of snow emergencies. Disclaimer: There is an expected address error rate of between 8 and 14 percent.",2015,2015-2016,[u'City of Minneapolis'],b54f9745-91c6-44e8-be7b-18ccaa9b8eb8,,44.8923928046969 -93.3172440472395 45.0459458194057 -93.3172440472395 45.0459458194057 -93.2130780117936 44.8923928046969 -93.2130780117936 44.8923928046969 -93.3172440472395,2015,[u'City of Minneapolis'],b54f9745-91c6-44e8-be7b-18ccaa9b8eb8,44.8923928046969 -93.3172440472395 45.0459458194057 -93.2130780117936,"Snow Emergency Grant Tows: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,b54f9745-91c6-44e8-be7b-18ccaa9b8eb8,Dataset
Mixed,2016-12-30T13:41:08Z,"ENVELOPE(-93.3757465875102, -93.1867631774293, 45.0511739323083, 44.8823842459381)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/a1847c4cc69940f99b46b16e2b4fe7e3_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/5f/53/6b/badd8f4a4d98dcbc4464c530d5/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Parks/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/a1847c4cc69940f99b46b16e2b4fe7e3_0.zip""}",Public,5f536bba-dd8f-4a4d-98dc-bc4464c530d5,Minnesota,"[u'Environment', u'Boundaries']",If there are any issues with the data please contact the Minneapolis GIS office. This polygon data layer represents all the parks in the city of Minneapolis in 2015,2015,2015-2016,[u'City of Minneapolis'],5f536bba-dd8f-4a4d-98dc-bc4464c530d5,,44.8823842459381 -93.3757465875102 45.0511739323083 -93.3757465875102 45.0511739323083 -93.1867631774293 44.8823842459381 -93.1867631774293 44.8823842459381 -93.3757465875102,2015,[u'City of Minneapolis'],5f536bba-dd8f-4a4d-98dc-bc4464c530d5,44.8823842459381 -93.3757465875102 45.0511739323083 -93.1867631774293,"Parks: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,5f536bba-dd8f-4a4d-98dc-bc4464c530d5,Dataset
Mixed,2016-12-30T13:42:02Z,"ENVELOPE(-93.3291083714495, -93.1943285193941, 45.0512462602368, 44.8905885083142)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/e009a98508a949f39556086fbddff561_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/41/a8/ba/199b644e16ae511e6873c1ca3f/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Building_Inspection_Boundaries/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/e009a98508a949f39556086fbddff561_0.zip""}",Public,41a8ba19-9b64-4e16-ae51-1e6873c1ca3f,Minnesota,[u'Boundaries'],"This layer displays the Building Inspection Districts from Construction Codes Services Division of the Community Planning & Economic Developement (CPED) Department. Questions regarding this layer should be directed to: Construction Code Services Public Service Center 250 S. 4th St., Suite 300 Minneapolis, MN 55415 311 or (612) 673-3000",2015,2015,[u'City of Minneapolis'],41a8ba19-9b64-4e16-ae51-1e6873c1ca3f,,44.8905885083142 -93.3291083714495 45.0512462602368 -93.3291083714495 45.0512462602368 -93.1943285193941 44.8905885083142 -93.1943285193941 44.8905885083142 -93.3291083714495,2015,[u'City of Minneapolis'],41a8ba19-9b64-4e16-ae51-1e6873c1ca3f,44.8905885083142 -93.3291083714495 45.0512462602368 -93.1943285193941,"Building Inspection Districts: Minneapolis, Minnesota, 2016",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,41a8ba19-9b64-4e16-ae51-1e6873c1ca3f,Dataset
